"key_id","iuropa_judge_id","item_id","first_name","last_name","last_name_latin","last_name_label","last_name_latin_label","item_number","item_text","type_education","type_job","type_other","job_judge","job_lawyer","job_civil_servant","job_academic","job_politician","court_lower","court_high","court_cjeu","court_international","common_law_university"
431,"J:0303","J:0303:09","Walter","Strauss","Strauss","Strauss","Strauss",9,"Deputy Director (1947-48), then Head of the Legal Office (1948-49), in the combined economic administration of the American and British occupied zones",0,1,0,0,0,1,0,0,0,0,0,0,0
432,"J:0303","J:0303:10","Walter","Strauss","Strauss","Strauss","Strauss",10,"Member of the Parliamentary Council (1948-49)",0,1,0,0,0,0,0,1,0,0,0,0,0
433,"J:0303","J:0303:11","Walter","Strauss","Strauss","Strauss","Strauss",11,"State Secretary in the Federal Ministry for Justice (1949-63)",0,1,0,0,0,1,0,0,0,0,0,0,0
434,"J:0303","J:0303:12","Walter","Strauss","Strauss","Strauss","Strauss",12,"Judge at the Court of Justice from 6 February 1963 to 28 October 1970",0,1,0,1,0,0,0,0,0,0,1,0,0
435,"J:0303","J:0303:13","Walter","Strauss","Strauss","Strauss","Strauss",13,"died on 1 January 1976",0,0,1,0,0,0,0,0,0,0,0,0,0
436,"J:0304","J:0304:01","Hans","Kutscher","Kutscher","Kutscher","Kutscher",1,"Hans KUTSCHER Born on 14 December 1911 in Hamburg",0,0,1,0,0,0,0,0,0,0,0,0,0
437,"J:0304","J:0304:02","Hans","Kutscher","Kutscher","Kutscher","Kutscher",2,"German national",0,0,1,0,0,0,0,0,0,0,0,0,0
438,"J:0304","J:0304:03","Hans","Kutscher","Kutscher","Kutscher","Kutscher",3,"studied law and political science (Graz, Freiburg im Breisgau and Berlin)",1,0,0,0,0,0,0,0,0,0,0,0,0
439,"J:0304","J:0304:04","Hans","Kutscher","Kutscher","Kutscher","Kutscher",4,"Doctor of Laws (1937, Königsberg, Prussia)",1,0,0,0,0,0,0,0,0,0,0,0,0
440,"J:0304","J:0304:05","Hans","Kutscher","Kutscher","Kutscher","Kutscher",5,"Official in the Ministries for Economic Affairs and Transport",0,1,0,0,0,1,0,0,0,0,0,0,0
441,"J:0304","J:0304:06","Hans","Kutscher","Kutscher","Kutscher","Kutscher",6,"Secretary of the Law Committee of the Bundestag and of the Vermittlungsausschuss (Joint Committee) of the Bundestag and the Bundesrat",0,1,0,0,0,1,0,0,0,0,0,0,0
442,"J:0304","J:0304:07","Hans","Kutscher","Kutscher","Kutscher","Kutscher",7,"Judge at the Bundesverfassungsgericht (Federal Constitutional Court), Karlsruhe (1955-70)",0,1,0,1,0,0,0,0,0,1,0,0,0
443,"J:0304","J:0304:08","Hans","Kutscher","Kutscher","Kutscher","Kutscher",8,"Honorary Professor at the University of Heidelberg",0,1,0,0,0,0,1,0,0,0,0,0,0
444,"J:0304","J:0304:09","Hans","Kutscher","Kutscher","Kutscher","Kutscher",9,"Judge at the Court of Justice from 28 October 1970 to 6 October 1976",0,1,0,1,0,0,0,0,0,0,1,0,0
445,"J:0304","J:0304:10","Hans","Kutscher","Kutscher","Kutscher","Kutscher",10,"President from 7 October 1976 to 31 October 1980",0,1,0,1,0,0,0,0,0,0,1,0,0
446,"J:0304","J:0304:11","Hans","Kutscher","Kutscher","Kutscher","Kutscher",11,"died on 24 August 1993",0,0,1,0,0,0,0,0,0,0,0,0,0
447,"J:0305","J:0305:01","Gerhard","Reischl","Reischl","Reischl","Reischl",1,"Gerhard REISCHL Born in Munich on 17 July 1918",0,0,1,0,0,0,0,0,0,0,0,0,0
448,"J:0305","J:0305:02","Gerhard","Reischl","Reischl","Reischl","Reischl",2,"German national",0,0,1,0,0,0,0,0,0,0,0,0,0
449,"J:0305","J:0305:03","Gerhard","Reischl","Reischl","Reischl","Reischl",3,"Doctor of Laws of the University of Munich (1950)",1,0,0,0,0,0,0,0,0,0,0,0,0
450,"J:0305","J:0305:04","Gerhard","Reischl","Reischl","Reischl","Reischl",4,"second State examination in law (1951)",0,1,0,0,1,0,0,0,0,0,0,0,0
451,"J:0305","J:0305:05","Gerhard","Reischl","Reischl","Reischl","Reischl",5,"Assistant Judge, then Local Court Adviser, in the Ministry for Justice of the Land of Bavaria (1951-54)",0,1,0,1,0,1,0,0,1,0,0,0,0
452,"J:0305","J:0305:06","Gerhard","Reischl","Reischl","Reischl","Reischl",6,"Judge at the Amtsgericht (Local Court), Munich (1954-55)",0,1,0,1,0,0,0,0,1,0,0,0,0
453,"J:0305","J:0305:07","Gerhard","Reischl","Reischl","Reischl","Reischl",7,"employed in the office of the minister representing Bavaria at federal level (1955-56)",0,1,0,0,0,1,0,0,0,0,0,0,0
454,"J:0305","J:0305:08","Gerhard","Reischl","Reischl","Reischl","Reischl",8,"Oberregierungsrat, then Regierungsdirektor, at the Chancellery of the Land of Bavaria, in Munich (1956-58)",0,1,0,0,0,1,0,0,0,0,0,0,0
455,"J:0305","J:0305:09","Gerhard","Reischl","Reischl","Reischl","Reischl",9,"Judge at the Oberlandesgericht München (Higher Regional Court, Munich) (1958-1961)",0,1,0,1,0,0,0,0,1,0,0,0,0
456,"J:0305","J:0305:10","Gerhard","Reischl","Reischl","Reischl","Reischl",10,"Member of the Bundestag (1961-72)",0,1,0,0,0,0,0,1,0,0,0,0,0
457,"J:0305","J:0305:11","Gerhard","Reischl","Reischl","Reischl","Reischl",11,"State Secretary, responsible for relations with Parliament, in the ministry of the Federal Minister for Finance (1969-71)",0,1,0,0,0,1,0,0,0,0,0,0,0
458,"J:0305","J:0305:12","Gerhard","Reischl","Reischl","Reischl","Reischl",12,"Member of the European Assembly (1971-73)",0,1,0,0,0,0,0,1,0,0,0,0,0
459,"J:0305","J:0305:13","Gerhard","Reischl","Reischl","Reischl","Reischl",13,"Advocate General at the Court of Justice from 9 October 1973 to 11 January 1984",0,1,0,1,0,0,0,0,0,0,1,0,0
460,"J:0305","J:0305:14","Gerhard","Reischl","Reischl","Reischl","Reischl",14,"died on 16 April 1998",0,0,1,0,0,0,0,0,0,0,0,0,0
461,"J:0306","J:0306:01","Ulrich","Everling","Everling","Everling","Everling",1,"Ulrich EVERLING Born in Berlin on 2 June 1925",0,0,1,0,0,0,0,0,0,0,0,0,0
462,"J:0306","J:0306:02","Ulrich","Everling","Everling","Everling","Everling",2,"German national",0,0,1,0,0,0,0,0,0,0,0,0,0
463,"J:0306","J:0306:03","Ulrich","Everling","Everling","Everling","Everling",3,"Doctor of Laws, University of Göttingen (1952)",1,0,0,0,0,0,0,0,0,0,0,0,0
464,"J:0306","J:0306:04","Ulrich","Everling","Everling","Everling","Everling",4,"took up employment in the Legal Department of the Federal Ministry for Economic Affairs (1953)",0,1,0,0,0,1,0,0,0,0,0,0,0
465,"J:0306","J:0306:05","Ulrich","Everling","Everling","Everling","Everling",5,"Head of Section in the European Division of the Federal Ministry for Economic Affairs (1958)",0,1,0,0,0,1,0,0,0,0,0,0,0
466,"J:0306","J:0306:06","Ulrich","Everling","Everling","Everling","Everling",6,"Head of the European Policy Division (1970)",0,1,0,0,0,1,0,0,0,0,0,0,0
467,"J:0306","J:0306:07","Ulrich","Everling","Everling","Everling","Everling",7,"Lecturer (1971), Honorary Professor (1975) at the University of Münster",0,1,0,0,0,0,1,0,0,0,0,0,0
468,"J:0306","J:0306:08","Ulrich","Everling","Everling","Everling","Everling",8,"Member of the Executive Committee of the Deutsche Wissenschaftliche Gesellschaft für Europarecht",0,1,0,0,0,1,0,0,0,0,0,0,0
469,"J:0306","J:0306:09","Ulrich","Everling","Everling","Everling","Everling",9,"Member of the Board of Administration of the Max Planck Institute for Comparative Public Law and International Law in Heidelberg",0,1,0,0,0,0,1,0,0,0,0,0,0
470,"J:0306","J:0306:10","Ulrich","Everling","Everling","Everling","Everling",10,"Judge at the Court of Justice from 6 October 1980 to 6 October 1988",0,1,0,1,0,0,0,0,0,0,1,0,0
471,"J:0306","J:0306:11","Ulrich","Everling","Everling","Everling","Everling",11,"died on 20 September 2018",0,0,1,0,0,0,0,0,0,0,0,0,0
472,"J:0307","J:0307:01","Kai","Bahlmann","Bahlmann","Bahlmann","Bahlmann",1,"Kai BAHLMANN Born on 29 January 1927 in Düsseldorf",0,0,1,0,0,0,0,0,0,0,0,0,0
473,"J:0307","J:0307:02","Kai","Bahlmann","Bahlmann","Bahlmann","Bahlmann",2,"German national",0,0,1,0,0,0,0,0,0,0,0,0,0
474,"J:0307","J:0307:03","Kai","Bahlmann","Bahlmann","Bahlmann","Bahlmann",3,"legal studies at the Universities of Cologne, Bonn and Freiburg (1947-51)",1,0,0,0,0,0,0,0,0,0,0,0,0
475,"J:0307","J:0307:04","Kai","Bahlmann","Bahlmann","Bahlmann","Bahlmann",4,"Trainee Lawyer (1952-56), then Junior Legal Official (1956), in the Oberlandesgerichtsbezirk Köln (Cologne higher regional judicial district)",0,1,0,0,1,0,0,0,0,0,0,0,0
476,"J:0307","J:0307:05","Kai","Bahlmann","Bahlmann","Bahlmann","Bahlmann",5,"Scientific assistant at the Bundesverfassungsgericht (Federal Constitutional Court) (1958-60)",0,1,0,0,0,1,0,0,0,0,0,0,0
477,"J:0307","J:0307:06","Kai","Bahlmann","Bahlmann","Bahlmann","Bahlmann",6,"Associate Judge at the Landgericht Köln (Cologne Regional Court) (1959)",0,1,0,1,0,0,0,0,1,0,0,0,0
478,"J:0307","J:0307:07","Kai","Bahlmann","Bahlmann","Bahlmann","Bahlmann",7,"Official (1961), Director in the Division for Public Law (1969) at the Federal Ministry for Justice",0,1,0,0,0,1,0,0,0,0,0,0,0
479,"J:0307","J:0307:08","Kai","Bahlmann","Bahlmann","Bahlmann","Bahlmann",8,"Judge at the Court of Justice from 7 October 1982 to 6 October 1988",0,1,0,1,0,0,0,0,0,0,1,0,0
480,"J:0307","J:0307:09","Kai","Bahlmann","Bahlmann","Bahlmann","Bahlmann",9,"died on 28 May 2009",0,0,1,0,0,0,0,0,0,0,0,0,0
481,"J:0308","J:0308:01","Carl Otto","Lenz","Lenz","Lenz","Lenz",1,"Carl Otto LENZ Born on 5 June 1930",0,0,1,0,0,0,0,0,0,0,0,0,0
482,"J:0308","J:0308:02","Carl Otto","Lenz","Lenz","Lenz","Lenz",2,"German national",0,0,1,0,0,0,0,0,0,0,0,0,0
483,"J:0308","J:0308:03","Carl Otto","Lenz","Lenz","Lenz","Lenz",3,"Rechtsanwalt (lawyer)",0,1,0,0,1,0,0,0,0,0,0,0,0
484,"J:0308","J:0308:04","Carl Otto","Lenz","Lenz","Lenz","Lenz",4,"Notary",0,1,0,0,0,1,0,0,0,0,0,0,0
485,"J:0308","J:0308:05","Carl Otto","Lenz","Lenz","Lenz","Lenz",5,"Secretary-General of the Christian Democratic Group of the European Parliament",0,1,0,0,0,0,0,1,0,0,0,0,0
486,"J:0308","J:0308:06","Carl Otto","Lenz","Lenz","Lenz","Lenz",6,"Member of the German Bundestag",0,1,0,0,0,0,0,1,0,0,0,0,0
487,"J:0308","J:0308:07","Carl Otto","Lenz","Lenz","Lenz","Lenz",7,"Chairman of the Legal Committee and of the Committee on European Affairs at the Bundestag",0,1,0,0,0,1,0,0,0,0,0,0,0
488,"J:0308","J:0308:08","Carl Otto","Lenz","Lenz","Lenz","Lenz",8,"Honorary Professor of European Law at the University of Saarland (1990)",0,1,0,0,0,0,1,0,0,0,0,0,0
489,"J:0308","J:0308:09","Carl Otto","Lenz","Lenz","Lenz","Lenz",9,"Advocate General at the Court of Justice from 11 January 1984 to 6 October 1997",0,1,0,1,0,0,0,0,0,0,1,0,0
490,"J:0309","J:0309:01","Manfred","Zuleeg","Zuleeg","Zuleeg","Zuleeg",1,"Manfred ZULEEG Born on 21 March 1935",0,0,1,0,0,0,0,0,0,0,0,0,0
491,"J:0309","J:0309:02","Manfred","Zuleeg","Zuleeg","Zuleeg","Zuleeg",2,"German national",0,0,1,0,0,0,0,0,0,0,0,0,0
492,"J:0309","J:0309:03","Manfred","Zuleeg","Zuleeg","Zuleeg","Zuleeg",3,"Academic Assistant at the Institute for European Community Law of the University of Cologne",0,1,0,0,0,0,1,0,0,0,0,0,0
493,"J:0309","J:0309:04","Manfred","Zuleeg","Zuleeg","Zuleeg","Zuleeg",4,"Professor of Public Law, Public International Law and European Law at the Universities of Bonn and Frankfurt",0,1,0,0,0,0,1,0,0,0,0,0,0
494,"J:0309","J:0309:05","Manfred","Zuleeg","Zuleeg","Zuleeg","Zuleeg",5,"Judge at the Court of Justice from 7 October 1988 to 6 October 1994",0,1,0,1,0,0,0,0,0,0,1,0,0
495,"J:0309","J:0309:06","Manfred","Zuleeg","Zuleeg","Zuleeg","Zuleeg",6,"died on 1 June 2015",0,0,1,0,0,0,0,0,0,0,0,0,0
496,"J:0310","J:0310:01","Heinrich","Kirschner","Kirschner","Kirschner","Kirschner",1,"Magistrate, Land Nordrhein-Westfalen, Official at the Ministry of Justice (Department of Community Law and Human Rights)",0,1,0,1,0,1,0,0,1,0,0,0,0
497,"J:0310","J:0310:02","Heinrich","Kirschner","Kirschner","Kirschner","Kirschner",2,"Assistant in the officie of the Danish member of the Commission and subsequently penalties in the Federal Ministry of Justice",0,1,0,0,0,1,0,0,0,0,0,0,0
498,"J:0310","J:0310:03","Heinrich","Kirschner","Kirschner","Kirschner","Kirschner",3,"Principal of the Minister's Officie, final post",0,1,0,0,0,1,0,0,0,0,0,0,0
499,"J:0310","J:0310:04","Heinrich","Kirschner","Kirschner","Kirschner","Kirschner",4,"Director (Ministerialdirigent) of an under-department dealing with criminal law",0,1,0,0,0,1,0,0,0,0,0,0,0
500,"J:0310","J:0310:05","Heinrich","Kirschner","Kirschner","Kirschner","Kirschner",5,"Judge at the Court of First Instance from 25 September 1989 to 6 February 1997",0,1,0,1,0,0,0,0,0,0,1,0,0
501,"J:0311","J:0311:01","Günter","Hirsch","Hirsch","Hirsch","Hirsch",1,"Günter HIRSCH Born on 30 January 1943",0,0,1,0,0,0,0,0,0,0,0,0,0
502,"J:0311","J:0311:02","Günter","Hirsch","Hirsch","Hirsch","Hirsch",2,"German national",0,0,1,0,0,0,0,0,0,0,0,0,0
503,"J:0311","J:0311:03","Günter","Hirsch","Hirsch","Hirsch","Hirsch",3,"Director at the Ministry of Justice of Bavaria",0,1,0,0,0,1,0,0,0,0,0,0,0
504,"J:0311","J:0311:04","Günter","Hirsch","Hirsch","Hirsch","Hirsch",4,"President of the Constitutional Court of Saxony and the Court of Appeal of Dresden (1992-94)",0,1,0,1,0,0,0,0,1,0,0,0,0
505,"J:0311","J:0311:05","Günter","Hirsch","Hirsch","Hirsch","Hirsch",5,"Honorary Professor of European Law and Medical Law at the University of Saarbrücken",0,1,0,0,0,0,1,0,0,0,0,0,0
506,"J:0311","J:0311:06","Günter","Hirsch","Hirsch","Hirsch","Hirsch",6,"Judge at the Court of Justice from 7 October 1994 to 14 July 2000",0,1,0,1,0,0,0,0,0,0,1,0,0
507,"J:0312","J:0312:01","Jörg","Pirrung","Pirrung","Pirrung","Pirrung",1,"academic assistant at the University of Marburg",0,1,0,0,0,0,1,0,0,0,0,0,0
508,"J:0312","J:0312:02","Jörg","Pirrung","Pirrung","Pirrung","Pirrung",2,"Doctor of Laws (University of Marburg)",1,0,0,0,0,0,0,0,0,0,0,0,0
509,"J:0312","J:0312:03","Jörg","Pirrung","Pirrung","Pirrung","Pirrung",3,"adviser, subsequently head of the section for private international law and, finally, head of a subdivision for civil law in the German Federal Ministry of Justice",0,1,0,0,1,1,0,0,0,0,0,0,0
510,"J:0312","J:0312:04","Jörg","Pirrung","Pirrung","Pirrung","Pirrung",4,"member of the Governing Council of Unidroit (1993-1998)",0,1,0,0,0,0,0,1,0,0,0,0,0
511,"J:0312","J:0312:05","Jörg","Pirrung","Pirrung","Pirrung","Pirrung",5,"chairman of the commission of the Hague Conference on Private International Law to draw up the Convention concerning the protection of children (1996)",0,1,0,0,0,1,0,0,0,0,0,0,0
512,"J:0312","J:0312:06","Jörg","Pirrung","Pirrung","Pirrung","Pirrung",6,"honorary professor at the University of Trier (private international law, international procedural law, European law)",0,1,0,0,0,0,1,0,0,0,0,0,0
513,"J:0312","J:0312:07","Jörg","Pirrung","Pirrung","Pirrung","Pirrung",7,"member of the Scientific Advisory Board of the Max Planck Institute for Foreign Private and Private International Law in Hamburg since 2002",0,1,0,0,0,0,1,0,0,0,0,0,0
514,"J:0312","J:0312:08","Jörg","Pirrung","Pirrung","Pirrung","Pirrung",8,"Judge at the Court of First Instance from 11 June 1997 to 17 September 2007",0,1,0,1,0,0,0,0,0,0,1,0,0
515,"J:0312","J:0312:09","Jörg","Pirrung","Pirrung","Pirrung","Pirrung",9,"died on 24 October 2019",0,0,1,0,0,0,0,0,0,0,0,0,0
516,"J:0313","J:0313:01","Siegbert","Alber","Alber","Alber","Alber",1,"Siegbert ALBER Born on 27 July 1936",0,0,1,0,0,0,0,0,0,0,0,0,0
517,"J:0313","J:0313:02","Siegbert","Alber","Alber","Alber","Alber",2,"German national",0,0,1,0,0,0,0,0,0,0,0,0,0
518,"J:0313","J:0313:03","Siegbert","Alber","Alber","Alber","Alber",3,"studied law at the Universities of Tübingen, Berlin, Paris, Hamburg, Vienna, Turin and Cambridge",1,0,0,0,0,0,0,0,0,0,0,0,0
519,"J:0313","J:0313:04","Siegbert","Alber","Alber","Alber","Alber",4,"Member of the Bundestag (1969-80)",0,1,0,0,0,0,0,1,0,0,0,0,0
520,"J:0313","J:0313:05","Siegbert","Alber","Alber","Alber","Alber",5,"elected as Member of the European Parliament (1977)",0,1,0,0,0,0,0,1,0,0,0,0,0
521,"J:0313","J:0313:06","Siegbert","Alber","Alber","Alber","Alber",6,"participated on numerous committees, in particular as member, then Chairman (1993-94), of the Committee on Legal Affairs and Citizens' Rights",0,1,0,0,0,0,0,0,0,0,0,0,0
522,"J:0313","J:0313:07","Siegbert","Alber","Alber","Alber","Alber",7,"Chairman of the delegation responsible for relations with the Baltic States and of the Subcommittees on Data Protection and on Poisonous or Dangerous Substances",0,1,0,0,0,1,0,0,0,0,0,0,0
523,"J:0313","J:0313:08","Siegbert","Alber","Alber","Alber","Alber",8,"Vice-President of the European Parliament (1984-92)",0,1,0,0,0,0,0,1,0,0,0,0,0
524,"J:0313","J:0313:09","Siegbert","Alber","Alber","Alber","Alber",9,"Advocate General at the Court of Justice from 7 October 1997 to 6 October 2003",0,1,0,1,0,0,0,0,0,0,1,0,0
525,"J:0314","J:0314:01","Ninon","Colneric","Colneric","Colneric","Colneric",1,"studied in Tübingen, Munich and Geneva",1,0,0,0,0,0,0,0,0,0,0,0,0
526,"J:0314","J:0314:02","Ninon","Colneric","Colneric","Colneric","Colneric",2,"following a period of academic research in London, awarded a doctorate in law by the university of Munich",1,0,0,0,0,0,0,0,0,0,0,0,0
527,"J:0314","J:0314:03","Ninon","Colneric","Colneric","Colneric","Colneric",3,"Judge at the Arbeitsgericht Oldenburg",0,1,0,1,0,0,0,0,1,0,0,0,0
528,"J:0314","J:0314:04","Ninon","Colneric","Colneric","Colneric","Colneric",4,"authorised, by the University of Bremen, to teach labour law, sociology of law and social law",0,1,0,0,0,0,1,0,0,0,0,0,0
529,"J:0314","J:0314:05","Ninon","Colneric","Colneric","Colneric","Colneric",5,"Professor ad interim at the faculty of law of the universities of Frankfurt and Bremen",0,1,0,0,0,0,1,0,0,0,0,0,0
530,"J:0314","J:0314:06","Ninon","Colneric","Colneric","Colneric","Colneric",6,"President of the Landesarbeitsgericht Schleswig-Holstein (1989)",0,1,0,1,0,0,0,0,1,0,0,0,0
531,"J:0314","J:0314:07","Ninon","Colneric","Colneric","Colneric","Colneric",7,"collaboration, as expert, on the European Expertise Service (EU) project for the reform of the labour law of Kirghizstan (1994-95)",0,1,0,0,0,1,0,0,0,0,0,0,0
532,"J:0314","J:0314:08","Ninon","Colneric","Colneric","Colneric","Colneric",8,"Honorary Professor at the University of Bremen in labour law, specifically in European labour law",0,1,0,0,0,0,1,0,0,0,0,0,0
533,"J:0314","J:0314:09","Ninon","Colneric","Colneric","Colneric","Colneric",9,"Judge at the Court of Justice from 15 July 2000 to 6 October 2006",0,1,0,1,0,0,0,0,0,0,1,0,0
534,"J:0315","J:0315:01","Juliane","Kokott","Kokott","Kokott","Kokott",1,"law studies (Universities of Bonn and Geneva)",1,0,0,0,0,0,0,0,0,0,0,0,0
535,"J:0315","J:0315:02","Juliane","Kokott","Kokott","Kokott","Kokott",2,"LL.M. (American University/Washington DC)",1,0,0,0,0,0,0,0,0,0,0,0,1
536,"J:0315","J:0315:03","Juliane","Kokott","Kokott","Kokott","Kokott",3,"Doctor of Laws (Heidelberg University, 1985",1,0,0,0,0,0,0,0,0,0,0,0,0
537,"J:0315","J:0315:04","Juliane","Kokott","Kokott","Kokott","Kokott",4,"Harvard University, 1990)",1,0,0,0,0,0,0,0,0,0,0,0,1
538,"J:0315","J:0315:05","Juliane","Kokott","Kokott","Kokott","Kokott",5,"Visiting Professor at the University of California, Berkeley (1991)",0,1,0,0,0,0,1,0,0,0,0,0,1
539,"J:0315","J:0315:06","Juliane","Kokott","Kokott","Kokott","Kokott",6,"Professor of German and Foreign Public Law, International Law and European Law at the Universities of Augsburg (1992), Heidelberg (1993) and Düsseldorf (1994)",0,1,0,0,0,0,1,0,0,0,0,0,0
540,"J:0315","J:0315:07","Juliane","Kokott","Kokott","Kokott","Kokott",7,"Deputy Judge for the Federal Government at the Court of Conciliation and Arbitration of the Organisation for Security and Cooperation in Europe (OSCE)",0,1,0,1,0,0,0,0,1,0,0,0,0
541,"J:0315","J:0315:08","Juliane","Kokott","Kokott","Kokott","Kokott",8,"Deputy Chairperson of the Federal Government's Advisory Council on Global Change (WBGU, 1996)",0,1,0,0,0,1,0,0,0,0,0,0,0
542,"J:0315","J:0315:09","Juliane","Kokott","Kokott","Kokott","Kokott",9,"Professor of International Law, International Business Law and European Law at the University of St Gallen (1999)",0,1,0,0,0,0,1,0,0,0,0,0,0
543,"J:0315","J:0315:10","Juliane","Kokott","Kokott","Kokott","Kokott",10,"Director of the Institute for European and International Business Law at the University of St Gallen (2000)",0,1,0,0,0,0,1,0,0,0,0,0,0
544,"J:0315","J:0315:11","Juliane","Kokott","Kokott","Kokott","Kokott",11,"Deputy Director of the Master of Business Law programme at the University of St Gallen (2001)",0,1,0,0,0,1,0,0,0,0,0,0,0
545,"J:0315","J:0315:12","Juliane","Kokott","Kokott","Kokott","Kokott",12,"Advocate General at the Court of Justice since 7 October 2003",0,1,0,1,0,0,0,0,0,0,1,0,0
546,"J:0316","J:0316:01","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",1,"Horstpeter Kreppel Born in 1945",0,0,1,0,0,0,0,0,0,0,0,0,0
547,"J:0316","J:0316:02","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",2,"university studies in Berlin, Munich, Frankfurt-am-Main (1966-72)",1,0,0,0,0,0,0,0,0,0,0,0,0
548,"J:0316","J:0316:03","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",3,"first State examination in law (1972)",0,1,0,0,1,0,0,0,0,0,0,0,0
549,"J:0316","J:0316:04","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",4,"court trainee in Frankfurt-am-Main (1972-73 and 1974-75)",0,1,0,0,0,0,0,0,0,0,0,0,0
550,"J:0316","J:0316:05","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",5,"College of Europe, Bruges (1973-74)",1,0,0,0,0,0,0,0,0,0,0,0,0
551,"J:0316","J:0316:06","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",6,"second State examination in law (Frankfurt-am-Main, 1976)",0,1,0,0,1,0,0,0,0,0,0,0,0
552,"J:0316","J:0316:07","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",7,"specialist adviser in the Federal Labour Office and lawyer (1976)",0,1,0,0,0,1,0,0,0,0,0,0,0
553,"J:0316","J:0316:08","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",8,"presiding Judge at the Labour Court (Land Hesse, 1977-93)",0,1,0,1,0,0,0,0,1,0,0,0,0
554,"J:0316","J:0316:09","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",9,"Lecturer at the Technical College for Social Work, Frankfurt-am-Main, and at the Technical College for Administration, Wiesbaden (1979-90)",0,1,0,0,0,0,1,0,0,0,0,0,0
555,"J:0316","J:0316:10","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",10,"national expert to the Legal Service of the Commission of the European Communities (1993-96 and 2001-05)",0,1,0,0,0,1,0,0,0,0,0,0,0
556,"J:0316","J:0316:11","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",11,"Social Affairs Attaché at the Embassy of the Federal Republic of Germany in Madrid (1996-2001)",0,1,0,0,0,1,0,0,0,0,0,0,0
557,"J:0316","J:0316:12","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",12,"presiding Judge at the Labour Court of Frankfurt-am-Main (February to September 2005)",0,1,0,1,0,0,0,0,1,0,0,0,0
558,"J:0316","J:0316:13","Horstpeter","Kreppel","Kreppel","Kreppel","Kreppel",13,"Judge at the Civil Service Tribunal from 6 October 2005 to 13 april 2016",0,1,0,1,0,0,0,0,0,0,1,0,0
559,"J:0317","J:0317:01","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",1,"studied at Bonn, Geneva and Paris",1,0,0,0,0,0,0,0,0,0,0,0,0
560,"J:0317","J:0317:02","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",2,"State examination in law (1986 and 1992)",0,1,0,0,1,0,0,0,0,0,0,0,0
561,"J:0317","J:0317:03","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",3,"Doctor of Laws (University of Bonn, 1988)",1,0,0,0,0,0,0,0,0,0,0,0,0
562,"J:0317","J:0317:04","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",4,"International diploma in public administration (École nationale d'administration, 1990)",1,0,0,0,0,0,0,0,0,0,0,0,0
563,"J:0317","J:0317:05","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",5,"teaching authorisation (University of Bonn, 1996)",0,1,0,0,0,0,1,0,0,0,0,0,0
564,"J:0317","J:0317:06","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",6,"Professor of German public law and European law (1996-2003), Dean of the Faculty of Law of the Ruhr University, Bochum (2000-01)",0,1,0,0,0,0,1,0,0,0,0,0,0
565,"J:0317","J:0317:07","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",7,"Professor of German public law and European law (University of Cologne, 2003-06)",0,1,0,0,0,0,1,0,0,0,0,0,0
566,"J:0317","J:0317:08","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",8,"Director of the Institute of Public Law and Administrative Science (2006)",0,1,0,0,0,0,1,0,0,0,0,0,0
567,"J:0317","J:0317:09","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",9,"Visiting professor at the Fletcher School of Law and Diplomacy (2000), François Rabelais University, Tours (2001-06), and the University of Paris I, Panthéon-Sorbonne (2005-06)",0,1,0,0,0,0,1,0,0,0,0,0,1
568,"J:0317","J:0317:10","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",10,"Doctor honoris causa of François Rabelais University, Tours (2010)",1,0,0,0,0,0,0,0,0,0,0,0,0
569,"J:0317","J:0317:11","Thomas","von Danwitz","von Danwitz","von Danwitz","von Danwitz",11,"Judge at the Court of Justice since 7 October 2006",0,1,0,1,0,0,0,0,0,0,1,0,0
570,"J:0318","J:0318:01","Alfred","Dittrich","Dittrich","Dittrich","Dittrich",1,"studied law at the University of Erlangen-Nuremberg (1970-75)",1,0,0,0,0,0,0,0,0,0,0,0,0
